_id,Mã trạm,Chỉ số AQI,Vị trí,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Trạng thái cảnh báo,Mức độ cảnh báo
1374,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",3.00,23.00,52.00,11.00,93.00,1004,-,-,28.00,34.00,2.50,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1375,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",1.00,21.00,47.50,1.00,25.00,1006.5,-,-,5.00,33.50,3.30,2021-06-14T13:00:00,+07:00,#NAME?,#NAME?
1376,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1377,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1378,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1379,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1380,13252,53.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,24.50,68.00,-,1.00,975.00,53.00,41.00,2.00,31.10,1.00,2021-06-14T14:00:00,+07:00,#NAME?,#NAME?
1381,8767,42.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,27.00,84.00,-,-,1009,-,42.00,-,30.00,6.60,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1382,8688,38.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,27.00,74.00,-,-,1003,-,38.00,-,32.00,1.00,2021-06-19T07:00:00,+07:00,#NAME?,#NAME?
1383,8641,59.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.00,51.00,6.40,4.50,1000,-,59.00,3.60,34.50,1.50,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1384,13012,24.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,21.80,96.40,6.00,9.00,921.80,24.00,24.00,14.00,22.40,1.00,2021-06-21T10:00:00,+07:00,#NAME?,#NAME?
1385,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",5.00,22.00,44.00,-,-,1004,-,-,-,36.00,3.60,2021-06-21T10:00:00,+07:00,#NAME?,#NAME?
1386,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1387,12976,52.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,27.00,70.00,7.00,9.00,1000,46.00,52.00,9.00,33.00,1.80,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1388,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",38.00,25.70,85.30,2.00,2.00,989.60,8.00,0.50,52.00,28.40,1.00,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1389,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,26.60,75.30,-,11.00,987.40,-,-,-,31.50,2.00,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1390,11778,52.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,26.00,27.20,80.30,12.00,-,986.50,52.00,38.00,32.00,31.00,2.00,2021-06-21T06:00:00,+07:00,#NAME?,#NAME?
1391,12958,79.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,27.00,70.00,14.00,22.00,1000,73.00,79.00,1.00,33.00,1.80,2021-06-21T09:00:00,+07:00,#NAME?,#NAME?
1392,12957,94.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,22.00,46.00,6.00,-,1000,65.00,94.00,2.00,35.00,1.50,2021-06-21T10:00:00,+07:00,#NAME?,#NAME?
1393,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1394,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1395,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1396,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1397,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",6.00,22.50,44.50,11.00,20.00,1004,-,-,38.00,36.50,2.30,2021-06-21T10:00:00,+07:00,#NAME?,#NAME?
1398,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",5.00,23.50,76.00,11.00,6.00,1008,-,-,5.00,28.00,0.70,2021-06-15T21:00:00,+07:00,#NAME?,#NAME?
1399,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1400,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1401,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1402,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1403,13252,135.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,25.30,91.00,1.00,1.00,974.00,122.00,135.00,2.00,26.90,1.00,2021-06-21T10:00:00,+07:00,#NAME?,#NAME?
1404,8767,42.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,27.00,94.00,-,-,1008.5,-,42.00,-,28.00,2.80,2021-06-22T07:00:00,+07:00,#NAME?,#NAME?
1405,8688,48.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,26.00,76.50,-,-,1003.5,-,48.00,-,30.50,2.30,2021-06-22T07:00:00,+07:00,#NAME?,#NAME?
1406,8641,132.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,26.00,76.50,6.40,10.60,1003.5,-,132.00,3.60,30.50,2.30,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1407,13012,24.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,21.60,96.40,9.00,12.00,922.50,22.00,24.00,14.00,22.20,2.00,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1408,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",7.00,22.50,58.50,-,-,1006,-,-,-,31.50,1.80,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1409,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1410,12976,65.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,26.00,76.50,7.00,8.00,1003.5,55.00,65.00,9.00,30.50,2.30,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1411,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",55.00,26.30,84.90,2.00,3.00,992.30,8.00,8.00,52.00,29.10,2.00,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1412,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,29.00,91.70,-,15.00,990.40,-,-,-,30.50,1.00,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1413,11778,56.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,40.00,29.00,91.70,20.00,-,990.40,56.00,44.00,32.00,30.50,1.00,2021-06-22T06:00:00,+07:00,#NAME?,#NAME?
1414,12958,119.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,26.00,76.50,8.00,22.00,1003.5,72.00,119.00,1.00,30.50,2.30,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1415,12957,92.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,9.00,26.00,76.50,9.00,-,1003.5,59.00,92.00,2.00,30.50,2.30,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1416,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1417,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1418,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1419,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1420,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",4.00,22.00,46.00,11.00,15.00,1005,-,-,42.00,35.00,0.50,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1421,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",7.00,22.00,60.00,8.00,6.00,1007,-,-,5.00,30.50,2.50,2021-06-22T07:00:00,+07:00,#NAME?,#NAME?
1422,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1423,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1424,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1425,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1426,13252,66.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,24.00,94.80,1.00,1.00,978.60,66.00,48.00,2.00,24.90,1.00,2021-06-22T08:00:00,+07:00,#NAME?,#NAME?
1427,8767,46.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.00,83.00,-,-,1011,-,46.00,-,29.00,4.10,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1428,8688,70.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,25.00,88.00,-,-,1005.5,-,70.00,-,27.00,1.80,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1429,8641,68.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,25.00,88.00,6.40,9.80,1005.5,-,68.00,3.60,27.00,1.80,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1430,13012,15.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3.00,20.90,93.50,7.00,13.00,924.20,15.00,12.00,14.00,22.00,1.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1431,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",7.00,22.00,52.00,-,-,1007,-,-,-,33.00,2.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1432,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1433,12976,49.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,3.00,25.00,88.00,7.00,7.00,1005.5,49.00,38.00,9.00,27.00,1.80,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1434,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",36.00,23.30,89.20,2.00,2.00,994.70,-,8.00,52.00,25.20,2.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1435,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,23.60,96.50,-,2.00,992.00,-,-,-,24.20,2.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1436,11778,25.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,11.00,23.60,96.50,13.00,-,992.00,25.00,18.00,32.00,24.20,2.00,2021-06-23T07:00:00,+07:00,#NAME?,#NAME?
1437,12958,55.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,3.00,25.00,88.00,14.00,21.00,1005.5,55.00,42.00,1.00,27.00,1.80,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1438,12957,22.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,25.00,88.00,4.00,-,1005.5,18.00,22.00,3.00,27.00,1.80,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1439,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
1440,13018,36.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,22.00,78.00,6.00,-,1010,23.00,36.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1441,13019,60.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,22.00,78.00,28.00,-,1010,45.00,60.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1442,13026,1.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,23.00,74.00,27.00,1.00,1015,1.00,1.00,1.00,28.00,4.60,2021-04-12T05:00:00,+07:00,#NAME?,#NAME?
1443,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",8.00,22.00,49.00,11.00,11.00,1007,-,-,37.00,34.00,2.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1444,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",7.00,21.00,53.50,14.00,9.00,1009,-,-,5.00,31.50,1.20,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1445,13017,41.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,17.00,22.00,78.00,18.00,-,1010,37.00,41.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1446,13020,32.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,22.00,78.00,7.00,-,1010,27.00,32.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1447,13013,74.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,22.00,78.00,19.00,-,1010,63.00,74.00,-,26.00,3.00,2021-04-27T16:00:00,+07:00,#NAME?,#NAME?
1448,13014,18.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,22.50,83.00,-,-,1012,12.00,18.00,-,25.50,1.20,2021-05-05T14:00:00,+07:00,#NAME?,#NAME?
1449,13252,53.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,25.10,96.50,1.00,1.00,978.40,53.00,45.00,2.00,25.70,2.00,2021-06-23T08:00:00,+07:00,#NAME?,#NAME?
1450,8767,55.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.00,79.00,-,-,1010,-,55.00,-,30.00,1.00,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1451,8688,78.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,79.00,-,-,1003,-,78.00,-,32.00,1.50,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1452,8641,82.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,28.00,79.00,6.40,9.80,1003,-,82.00,3.60,32.00,1.50,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1453,13012,16.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3.00,20.70,95.20,6.00,14.00,923.50,16.00,15.00,14.00,21.50,3.00,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1454,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",6.00,23.00,55.00,-,-,1006,-,-,-,33.00,2.00,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1455,13251,1.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.00,73.00,50.00,1.00,1008,1.00,1.00,1.00,24.00,3.60,2021-02-26T15:00:00,+07:00,#NAME?,#NAME?
1456,12976,44.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm10,2.00,28.00,79.00,8.00,9.00,1003,44.00,41.00,9.00,32.00,1.50,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1457,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",53.00,26.60,92.10,1.00,3.00,992.30,-,-,53.00,28.00,1.00,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1458,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,28.50,94.90,-,4.00,990.30,-,-,-,29.40,3.00,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1459,11778,52.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,21.00,28.50,94.90,21.00,-,990.30,52.00,42.00,32.00,29.40,3.00,2021-06-24T08:00:00,+07:00,#NAME?,#NAME?
1460,12958,74.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,2.00,28.00,79.00,22.00,16.00,1003,74.00,63.00,1.00,32.00,1.50,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
1461,12957,53.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,28.00,81.50,6.00,-,1003,47.00,53.00,3.00,31.50,2.30,2021-06-24T09:00:00,+07:00,#NAME?,#NAME?
